,time,Discharge,Rainfall 
15595,2017-10-17,3.28,881.0
15596,2017-10-18,3.38,985.0
15597,2017-10-19,3.45,983.0
15598,2017-10-20,3.48,1040.0
15599,2017-10-21,3.46,1120.0
15600,2017-10-22,3.39,1150.0
15601,2017-10-23,3.7,1170.0
15602,2017-10-24,4.34,1330.0
15603,2017-10-25,4.41,1440.0
15604,2017-10-26,4.37,1440.0
15605,2017-10-27,4.21,1430.0
15606,2017-10-28,4.08,1370.0
15607,2017-10-29,4.2,1370.0
15608,2017-10-30,4.22,1420.0
15609,2017-10-31,3.99,1430.0
15610,2017-11-01,3.98,1440.0
15611,2017-11-02,4.03,1420.0
15612,2017-11-03,4.04,1420.0
15613,2017-11-04,4.04,1380.0
15614,2017-11-05,4.06,1260.0
15615,2017-11-06,4.06,1370.0
15616,2017-11-07,4.02,1360.0
15617,2017-11-08,3.88,1200.0
15618,2017-11-09,3.76,1150.0
15619,2017-11-10,3.86,1190.0
15620,2017-11-11,3.85,1160.0
15621,2017-11-12,3.77,1170.0
15622,2017-11-13,3.63,1030.0
15623,2017-11-14,3.4,987.0
15624,2017-11-15,3.14,910.0
15625,2017-11-16,3.0,843.0
15626,2017-11-17,2.86,801.0
15627,2017-11-18,2.68,846.0
15628,2017-11-19,2.54,824.0
15629,2017-11-20,1.97,806.0
15630,2017-11-21,1.91,726.0
15631,2017-11-22,1.88,754.0
15632,2017-11-23,1.88,657.0
15633,2017-11-24,2.01,640.0
15634,2017-11-25,2.05,557.0
15635,2017-11-26,2.02,641.0
15636,2017-11-27,1.83,546.0
15637,2017-11-28,1.82,536.0
15638,2017-11-29,1.75,540.0
15639,2017-11-30,1.76,534.0
15640,2017-12-01,1.83,479.0
15641,2017-12-02,1.92,439.0
15642,2017-12-03,1.99,396.0
15643,2017-12-04,1.99,428.0
15644,2017-12-05,2.04,357.0
15645,2017-12-06,1.92,457.0
15646,2017-12-07,1.87,426.0
15647,2017-12-08,2.27,368.0
15648,2017-12-09,2.97,710.0
15649,2017-12-10,3.1,904.0
15650,2017-12-11,3.07,946.0
15651,2017-12-12,2.98,923.0
15652,2017-12-13,2.89,966.0
15653,2017-12-14,2.83,994.0
15654,2017-12-15,3.0,1030.0
15655,2017-12-16,3.16,1120.0
15656,2017-12-17,3.38,1210.0
15657,2017-12-18,3.55,1230.0
15658,2017-12-19,3.56,1310.0
15659,2017-12-20,3.81,1270.0
15660,2017-12-21,4.51,1420.0
15661,2017-12-22,4.77,1530.0
15662,2017-12-23,4.8,1620.0
15663,2017-12-24,4.78,1580.0
15664,2017-12-25,4.7,1620.0
15665,2017-12-26,4.54,1560.0
15666,2017-12-27,4.47,1500.0
15667,2017-12-28,4.44,1520.0
15668,2017-12-29,4.42,1520.0
15669,2017-12-30,4.48,1520.0
15670,2017-12-31,4.48,1480.0
15671,2018-01-01,4.48,1460.0
15672,2018-01-02,4.47,1470.0
15673,2018-01-03,4.41,1390.0
15674,2018-01-04,4.35,1360.0
15675,2018-01-05,4.23,1350.0
15676,2018-01-06,3.96,1310.0
15677,2018-01-07,3.74,1240.0
15678,2018-01-08,3.46,1190.0
15679,2018-01-09,3.19,1130.0
15680,2018-01-10,2.9,1080.0
15681,2018-01-11,2.75,1000.0
15682,2018-01-12,2.69,965.0
15683,2018-01-13,2.68,1040.0
15684,2018-01-14,2.78,1080.0
15685,2018-01-15,3.04,1090.0
15686,2018-01-16,3.16,1070.0
15687,2018-01-17,3.27,1130.0
15688,2018-01-18,3.28,1190.0
15689,2018-01-19,3.43,1210.0
15690,2018-01-20,3.46,1260.0
15691,2018-01-21,3.45,1260.0
15692,2018-01-22,3.5,1240.0
15693,2018-01-23,3.56,1250.0
15694,2018-01-24,3.56,1310.0
15695,2018-01-25,3.42,1260.0
15696,2018-01-26,3.34,1240.0
15697,2018-01-27,3.29,1210.0
15698,2018-01-28,3.37,1200.0
15699,2018-01-29,4.66,1500.0
15700,2018-01-30,5.26,1630.0
15701,2018-01-31,5.5,1720.0
15702,2018-02-01,5.67,1800.0
15703,2018-02-02,5.77,1840.0
15704,2018-02-03,5.82,1860.0
15705,2018-02-04,6.0,1940.0
15706,2018-02-05,6.2,2040.0
15707,2018-02-06,6.34,2110.0
15708,2018-02-07,6.44,2150.0
15709,2018-02-08,6.48,2170.0
15710,2018-02-09,6.49,2180.0
15711,2018-02-10,6.54,2200.0
15712,2018-02-11,6.58,2220.0
15713,2018-02-12,6.6,2230.0
15714,2018-02-13,6.6,2230.0
15715,2018-02-14,6.61,2240.0
15716,2018-02-15,6.61,2240.0
15717,2018-02-16,6.6,2230.0
15718,2018-02-17,6.56,2210.0
15719,2018-02-18,6.47,2170.0
15720,2018-02-19,6.39,2130.0
15721,2018-02-20,6.27,2070.0
15722,2018-02-21,6.12,2000.0
15723,2018-02-22,5.93,1910.0
15724,2018-02-23,5.71,1810.0
15725,2018-02-24,5.45,1700.0
15726,2018-02-25,5.18,1660.0
15727,2018-02-26,4.91,1570.0
15728,2018-02-27,4.6,1390.0
15729,2018-02-28,4.3,1320.0
15730,2018-03-01,4.09,1280.0
15731,2018-03-02,4.0,1280.0
15732,2018-03-03,3.64,1250.0
15733,2018-03-04,3.28,1110.0
15734,2018-03-05,3.37,1020.0
15735,2018-03-06,3.48,974.0
15736,2018-03-07,3.63,997.0
15737,2018-03-08,3.67,1140.0
15738,2018-03-09,3.73,1220.0
15739,2018-03-10,3.78,1230.0
15740,2018-03-11,3.77,1220.0
15741,2018-03-12,3.94,1210.0
15742,2018-03-13,3.95,1290.0
15743,2018-03-14,3.85,1270.0
15744,2018-03-15,3.76,1230.0
15745,2018-03-16,3.62,1270.0
15746,2018-03-17,3.33,1180.0
15747,2018-03-18,3.28,1070.0
15748,2018-03-19,3.2,1020.0
15749,2018-03-20,3.25,992.0
15750,2018-03-21,3.27,949.0
15751,2018-03-22,3.22,1060.0
15752,2018-03-23,3.08,1020.0
15753,2018-03-24,3.08,952.0
15754,2018-03-25,3.12,927.0
15755,2018-03-26,3.2,942.0
15756,2018-03-27,3.31,935.0
15757,2018-03-28,3.4,1030.0
15758,2018-03-29,3.48,1090.0
15759,2018-03-30,3.6,1140.0
15760,2018-03-31,3.59,1170.0
15761,2018-04-01,3.63,1170.0
15762,2018-04-02,3.62,1170.0
15763,2018-04-03,3.57,1140.0
15764,2018-04-04,3.48,1120.0
15765,2018-04-05,3.38,1090.0
15766,2018-04-06,3.09,1070.0
15767,2018-04-07,2.9,1070.0
15768,2018-04-08,3.03,1040.0
15769,2018-04-09,3.21,1040.0
15770,2018-04-10,3.28,1050.0
15771,2018-04-11,3.31,1050.0
15772,2018-04-12,3.31,1090.0
15773,2018-04-13,3.17,1130.0
15774,2018-04-14,3.08,1140.0
15775,2018-04-15,3.24,1150.0
15776,2018-04-16,3.81,1320.0
15777,2018-04-17,3.84,1370.0
15778,2018-04-18,4.04,1400.0
15779,2018-04-19,4.08,1380.0
15780,2018-04-20,4.04,1350.0
15781,2018-04-21,3.93,1320.0
15782,2018-04-22,3.89,1270.0
15783,2018-04-23,3.85,1220.0
15784,2018-04-24,4.84,1440.0
15785,2018-04-25,5.25,1610.0
15786,2018-04-26,5.35,1660.0
15787,2018-04-27,5.37,1660.0
15788,2018-04-28,5.35,1660.0
15789,2018-04-29,5.27,1620.0
15790,2018-04-30,5.14,1630.0
15791,2018-05-01,5.04,1700.0
15792,2018-05-02,5.01,1750.0
15793,2018-05-03,4.99,1690.0
15794,2018-05-04,4.96,1670.0
15795,2018-05-05,4.9,1680.0
15796,2018-05-06,4.84,1600.0
15797,2018-05-07,4.78,1560.0
15798,2018-05-08,4.62,1510.0
15799,2018-05-09,4.49,1400.0
15800,2018-05-10,4.32,1400.0
15801,2018-05-11,4.09,1290.0
15802,2018-05-12,3.8,1240.0
15803,2018-05-13,3.54,1140.0
15804,2018-05-14,3.28,1040.0
15805,2018-05-15,3.02,982.0
15806,2018-05-16,2.78,858.0
15807,2018-05-17,2.52,799.0
15808,2018-05-18,2.32,722.0
15809,2018-05-19,2.31,679.0
15810,2018-05-20,2.33,721.0
15811,2018-05-21,2.2,710.0
15812,2018-05-22,2.12,662.0
15813,2018-05-23,2.07,623.0
15814,2018-05-24,2.03,628.0
15815,2018-05-25,2.18,570.0
15816,2018-05-26,2.37,718.0
15817,2018-05-27,2.43,708.0
15818,2018-05-28,5.54,1740.0
15819,2018-05-29,7.1,2520.0
15820,2018-05-30,7.49,2780.0
15821,2018-05-31,7.56,2830.0
15822,2018-06-01,7.56,2830.0
15823,2018-06-02,7.53,2810.0
15824,2018-06-03,7.63,2870.0
15825,2018-06-04,7.68,2910.0
15826,2018-06-05,7.69,2920.0
15827,2018-06-06,7.66,2900.0
15828,2018-06-07,7.57,2830.0
15829,2018-06-08,7.45,2750.0
15830,2018-06-09,7.29,2650.0
15831,2018-06-10,7.13,2540.0
15832,2018-06-11,6.94,2420.0
15833,2018-06-12,6.87,2380.0
15834,2018-06-13,6.8,2330.0
15835,2018-06-14,6.81,2340.0
15836,2018-06-15,6.97,2440.0
15837,2018-06-16,6.98,2450.0
15838,2018-06-17,6.95,2430.0
15839,2018-06-18,6.86,2370.0
15840,2018-06-19,6.76,2310.0
15841,2018-06-20,6.66,2260.0
15842,2018-06-21,6.68,2270.0
15843,2018-06-22,6.67,2270.0
15844,2018-06-23,6.62,2240.0
15845,2018-06-24,6.51,2190.0
15846,2018-06-25,6.3,2090.0
15847,2018-06-26,6.1,1990.0
15848,2018-06-27,5.93,1910.0
15849,2018-06-28,5.72,1820.0
15850,2018-06-29,5.46,1700.0
15851,2018-06-30,5.16,1720.0
15852,2018-07-01,4.9,1650.0
15853,2018-07-02,4.75,1660.0
15854,2018-07-03,4.91,1740.0
15855,2018-07-04,5.17,1760.0
15856,2018-07-05,5.35,1660.0
15857,2018-07-06,5.42,1690.0
15858,2018-07-07,5.44,1700.0
15859,2018-07-08,5.41,1680.0
15860,2018-07-09,5.32,1640.0
15861,2018-07-10,5.17,1650.0
15862,2018-07-11,4.95,1640.0
15863,2018-07-12,4.61,1520.0
15864,2018-07-13,4.23,1380.0
15865,2018-07-14,3.71,1210.0
15866,2018-07-15,3.31,1060.0
15867,2018-07-16,2.91,924.0
15868,2018-07-17,2.76,880.0
15869,2018-07-18,2.77,937.0
15870,2018-07-19,2.72,906.0
15871,2018-07-20,3.45,818.0
15872,2018-07-21,3.77,1020.0
15873,2018-07-22,3.77,1080.0
15874,2018-07-23,3.52,1070.0
15875,2018-07-24,3.71,1040.0
15876,2018-07-25,3.76,1120.0
15877,2018-07-26,3.71,1230.0
15878,2018-07-27,3.68,1260.0
15879,2018-07-28,3.85,1380.0
15880,2018-07-29,4.08,1410.0
15881,2018-07-30,5.17,1660.0
15882,2018-07-31,5.83,1870.0
15883,2018-08-01,6.28,2080.0
15884,2018-08-02,6.62,2240.0
15885,2018-08-03,7.09,2520.0
15886,2018-08-04,7.41,2730.0
15887,2018-08-05,7.72,2940.0
15888,2018-08-06,7.97,3140.0
15889,2018-08-07,8.1,3240.0
15890,2018-08-08,8.15,3280.0
15891,2018-08-09,8.17,3300.0
15892,2018-08-10,8.17,3300.0
15893,2018-08-11,8.16,3290.0
15894,2018-08-12,8.14,3280.0
15895,2018-08-13,8.09,3240.0
15896,2018-08-14,8.02,3180.0
15897,2018-08-15,7.9,3080.0
15898,2018-08-16,7.74,2960.0
15899,2018-08-17,7.55,2820.0
15900,2018-08-18,7.33,2670.0
15901,2018-08-19,7.11,2530.0
15902,2018-08-20,6.86,2370.0
15903,2018-08-21,6.58,2220.0
15904,2018-08-22,6.27,2070.0
15905,2018-08-23,5.92,1910.0
15906,2018-08-24,5.47,1710.0
15907,2018-08-25,5.02,1540.0
15908,2018-08-26,4.58,1410.0
15909,2018-08-27,4.07,1240.0
15910,2018-08-28,3.55,1200.0
15911,2018-08-29,3.2,1130.0
15912,2018-08-30,2.77,1030.0
15913,2018-08-31,2.33,885.0
15914,2018-09-01,1.97,721.0
15915,2018-09-02,1.88,613.0
15916,2018-09-03,1.87,511.0
15917,2018-09-04,1.87,445.0
15918,2018-09-05,1.8,429.0
15919,2018-09-06,1.84,357.0
15920,2018-09-07,1.85,368.0
15921,2018-09-08,1.84,375.0
15922,2018-09-09,1.89,339.0
15923,2018-09-10,1.99,284.0
15924,2018-09-11,2.03,267.0
15925,2018-09-12,2.08,251.0
15926,2018-09-13,2.07,233.0
15927,2018-09-14,3.48,757.0
15928,2018-09-15,7.36,2690.0
15929,2018-09-16,9.39,4440.0
15930,2018-09-17,10.84,6830.0
15931,2018-09-18,12.47,11400.0
15932,2018-09-19,14.29,18200.0
15933,2018-09-20,16.84,29600.0
15935,2018-09-22,19.62,44000.0
15936,2018-09-23,19.82,45200.0
15937,2018-09-24,19.82,45200.0
15938,2018-09-25,19.58,43800.0
15939,2018-09-26,19.11,41200.0
15940,2018-09-27,18.57,38300.0
15941,2018-09-28,17.95,35000.0
15942,2018-09-29,17.24,31500.0
15943,2018-09-30,16.54,28200.0
15944,2018-10-01,15.8,24800.0
15945,2018-10-02,15.02,21200.0
15946,2018-10-03,14.25,18000.0
15947,2018-10-04,13.51,15200.0
15948,2018-10-05,12.82,12600.0
15949,2018-10-06,12.18,10400.0
15950,2018-10-07,11.61,8630.0
15951,2018-10-08,11.1,7200.0
15952,2018-10-09,10.65,6060.0
15953,2018-10-10,10.3,5400.0
15954,2018-10-11,10.03,4990.0
15955,2018-10-12,9.73,4550.0
15956,2018-10-13,9.42,4170.0
15957,2018-10-14,9.1,3820.0
15958,2018-10-15,8.75,3450.0
15960,2018-10-17,8.1,2850.0
15961,2018-10-18,7.77,2610.0
15962,2018-10-19,7.4,2350.0
15963,2018-10-20,7.03,2150.0
15964,2018-10-21,6.67,1970.0
15965,2018-10-22,6.3,1790.0
15966,2018-10-23,5.94,1630.0
15967,2018-10-24,5.63,1490.0
15968,2018-10-25,5.35,1360.0
15969,2018-10-26,5.07,1230.0
15970,2018-10-27,4.9,1180.0
15971,2018-10-28,4.79,1200.0
15972,2018-10-29,4.51,1150.0
15973,2018-10-30,4.13,1100.0
15974,2018-10-31,3.77,1050.0
15975,2018-11-01,3.51,1020.0
15976,2018-11-02,3.34,916.0
15977,2018-11-03,3.21,861.0
15978,2018-11-04,2.94,740.0
15979,2018-11-05,3.0,740.0
15980,2018-11-06,2.98,730.0
15981,2018-11-07,2.93,600.0
15982,2018-11-08,3.02,573.0
15983,2018-11-09,3.1,643.0
15984,2018-11-10,3.1,632.0
15985,2018-11-11,3.01,631.0
15986,2018-11-12,2.9,592.0
15987,2018-11-13,2.97,712.0
15988,2018-11-14,2.98,808.0
15989,2018-11-15,3.26,802.0
15990,2018-11-16,3.31,973.0
15991,2018-11-17,3.33,991.0
15992,2018-11-18,3.48,978.0
15993,2018-11-19,3.69,989.0
15994,2018-11-20,3.86,1030.0
15995,2018-11-21,4.04,1070.0
15996,2018-11-22,4.32,959.0
15997,2018-11-23,4.7,964.0
15998,2018-11-24,5.49,1080.0
15999,2018-11-25,5.99,1420.0
16000,2018-11-26,6.25,1680.0
16001,2018-11-27,6.36,1880.0
16002,2018-11-28,6.39,2040.0
16003,2018-11-29,6.36,2100.0
16004,2018-11-30,6.25,2040.0
16005,2018-12-01,6.1,1930.0
16006,2018-12-02,5.94,1820.0
16007,2018-12-03,5.82,1740.0
16008,2018-12-04,5.72,1660.0
16009,2018-12-05,5.6,1570.0
16010,2018-12-06,5.44,1470.0
16011,2018-12-07,5.28,1360.0
16012,2018-12-08,5.11,1310.0
16013,2018-12-09,5.49,1450.0
16014,2018-12-10,6.05,1750.0
16015,2018-12-11,6.34,1940.0
16016,2018-12-12,6.51,2090.0
16017,2018-12-13,6.59,2200.0
16018,2018-12-14,7.18,2570.0
16019,2018-12-15,8.12,3260.0
16020,2018-12-16,8.77,3830.0
16021,2018-12-17,9.14,4180.0
16022,2018-12-18,9.36,4410.0
16023,2018-12-19,9.52,4600.0
16024,2018-12-20,9.73,4870.0
16025,2018-12-21,9.89,5080.0
16026,2018-12-22,10.04,5280.0
16027,2018-12-23,10.15,5440.0
16028,2018-12-24,10.21,5520.0
16029,2018-12-25,10.22,5540.0
16030,2018-12-26,10.21,5520.0
16031,2018-12-27,10.19,5490.0
16032,2018-12-28,10.16,5450.0
16033,2018-12-29,10.15,5440.0
16034,2018-12-30,10.11,5380.0
16035,2018-12-31,10.08,5340.0
16036,2019-01-01,9.99,5210.0
16037,2019-01-02,9.9,5090.0
16038,2019-01-03,9.79,4950.0
16039,2019-01-04,9.67,4790.0
16040,2019-01-05,9.59,4690.0
16041,2019-01-06,9.48,4550.0
16042,2019-01-07,9.36,4410.0
16043,2019-01-08,9.22,4260.0
16044,2019-01-09,9.07,4110.0
16045,2019-01-10,8.9,3950.0
16046,2019-01-11,8.72,3780.0
16047,2019-01-12,8.52,3600.0
16048,2019-01-13,8.34,3440.0
16049,2019-01-14,8.17,3300.0
16050,2019-01-15,8.02,3180.0
16051,2019-01-16,7.86,3050.0
16052,2019-01-17,7.7,2930.0
16053,2019-01-18,7.55,2820.0
16054,2019-01-19,7.37,2700.0
16055,2019-01-20,7.19,2580.0
16056,2019-01-21,7.03,2480.0
16057,2019-01-22,6.85,2360.0
16058,2019-01-23,6.63,2220.0
16059,2019-01-24,6.43,2100.0
16060,2019-01-25,6.32,2020.0
16061,2019-01-26,6.15,1920.0
16062,2019-01-27,5.92,1800.0
16063,2019-01-28,5.67,1680.0
16064,2019-01-29,5.43,1550.0
16065,2019-01-30,5.23,1450.0
16066,2019-01-31,5.02,1380.0
16067,2019-02-01,4.81,1370.0
16068,2019-02-02,4.69,1270.0
16069,2019-02-03,4.61,1190.0
16070,2019-02-04,4.63,1210.0
16071,2019-02-05,4.63,1230.0
16072,2019-02-06,4.61,1220.0
16073,2019-02-07,4.53,1230.0
16074,2019-02-08,4.39,1180.0
16082,2019-02-16,3.24,844.0
16083,2019-02-17,3.18,797.0
16084,2019-02-18,3.25,808.0
16085,2019-02-19,3.22,736.0
16090,2019-02-24,3.35,779.0
16091,2019-02-25,3.33,806.0
16092,2019-02-26,2.98,805.0
16093,2019-02-27,2.84,775.0
16094,2019-02-28,2.87,723.0
16095,2019-03-01,3.1,742.0
16096,2019-03-02,3.3,770.0
16097,2019-03-03,3.66,793.0
16098,2019-03-04,4.29,845.0
16099,2019-03-05,4.72,962.0
16100,2019-03-06,5.0,1110.0
16101,2019-03-07,5.14,1200.0
16102,2019-03-08,5.27,1310.0
16103,2019-03-09,5.46,1440.0
16104,2019-03-10,5.72,1600.0
16105,2019-03-11,5.98,1770.0
16106,2019-03-12,6.17,1900.0
16107,2019-03-13,6.28,2010.0
16108,2019-03-14,6.33,2100.0
16109,2019-03-15,6.34,2110.0
16110,2019-03-16,6.32,2070.0
16111,2019-03-17,6.24,2000.0
16112,2019-03-18,6.11,1910.0
16113,2019-03-19,5.97,1820.0
16114,2019-03-20,5.82,1730.0
16115,2019-03-21,5.7,1660.0
16116,2019-03-22,5.6,1590.0
16117,2019-03-23,5.39,1470.0
16118,2019-03-24,5.1,1370.0
16119,2019-03-25,4.78,1280.0
16120,2019-03-26,4.42,1110.0
16121,2019-03-27,3.97,1010.0
16122,2019-03-28,3.68,938.0
16123,2019-03-29,3.5,859.0
16124,2019-03-30,3.25,833.0
16125,2019-03-31,2.93,728.0
16126,2019-04-01,2.6,715.0
16127,2019-04-02,2.9,607.0
16128,2019-04-03,2.95,752.0
16129,2019-04-04,2.85,758.0
16130,2019-04-05,3.12,728.0
16131,2019-04-06,3.69,924.0
16132,2019-04-07,3.86,1040.0
16133,2019-04-08,3.96,1080.0
16134,2019-04-09,4.04,1090.0
16135,2019-04-10,4.22,1150.0
16136,2019-04-11,4.57,1250.0
16137,2019-04-12,4.96,1390.0
16138,2019-04-13,5.28,1410.0
16139,2019-04-14,5.5,1540.0
16140,2019-04-15,5.61,1630.0
16141,2019-04-16,5.64,1670.0
16142,2019-04-17,5.67,1730.0
16143,2019-04-18,5.71,1790.0
16144,2019-04-19,6.23,2050.0
16145,2019-04-20,6.73,2300.0
16146,2019-04-21,6.98,2450.0
16147,2019-04-22,7.05,2490.0
16148,2019-04-23,7.06,2490.0
16149,2019-04-24,7.03,2470.0
16150,2019-04-25,6.96,2430.0
16151,2019-04-26,6.91,2400.0
16152,2019-04-27,6.87,2370.0
16153,2019-04-28,6.81,2340.0
16154,2019-04-29,6.71,2280.0
16155,2019-04-30,6.57,2220.0
16156,2019-05-01,6.41,2140.0
16157,2019-05-02,6.24,2060.0
16158,2019-05-03,6.05,1950.0
16159,2019-05-04,5.86,1820.0
16160,2019-05-05,5.68,1700.0
16161,2019-05-06,5.5,1580.0
16162,2019-05-07,5.24,1420.0
16163,2019-05-08,4.95,1260.0
16164,2019-05-09,4.63,1190.0
16165,2019-05-10,4.2,1010.0
16166,2019-05-11,3.69,867.0
16167,2019-05-12,3.18,735.0
16168,2019-05-13,2.83,615.0
16169,2019-05-14,2.45,517.0
16170,2019-05-15,2.35,369.0
16171,2019-05-16,2.39,373.0
16172,2019-05-17,2.35,345.0
16173,2019-05-18,2.17,390.0
16174,2019-05-19,2.04,369.0
16175,2019-05-20,2.07,336.0
16176,2019-05-21,2.02,344.0
16177,2019-05-22,1.87,362.0
16178,2019-05-23,1.95,348.0
16179,2019-05-24,1.77,388.0
16180,2019-05-25,1.56,381.0
16181,2019-05-26,1.79,383.0
16182,2019-05-27,1.64,348.0
16183,2019-05-28,1.61,376.0
16184,2019-05-29,1.6,347.0
16185,2019-05-30,1.48,342.0
16186,2019-05-31,1.38,350.0
16187,2019-06-01,1.36,337.0
16188,2019-06-02,1.69,350.0
16189,2019-06-03,1.86,327.0
16190,2019-06-04,1.88,292.0
16191,2019-06-05,1.92,330.0
16192,2019-06-06,1.78,335.0
16193,2019-06-07,1.64,330.0
16194,2019-06-08,1.73,361.0
16195,2019-06-09,2.4,559.0
16196,2019-06-10,2.48,652.0
16197,2019-06-11,2.48,625.0
16198,2019-06-12,2.58,540.0
16199,2019-06-13,2.68,595.0
16200,2019-06-14,2.57,637.0
16201,2019-06-15,2.4,593.0
16202,2019-06-16,2.35,519.0
16203,2019-06-17,2.22,482.0
16204,2019-06-18,2.07,422.0
16205,2019-06-19,2.02,406.0
16206,2019-06-20,1.96,415.0
16207,2019-06-21,1.72,429.0
16208,2019-06-22,1.8,375.0
16209,2019-06-23,1.87,354.0
16210,2019-06-24,1.91,348.0
16211,2019-06-25,1.95,367.0
16212,2019-06-26,1.9,385.0
16213,2019-06-27,1.92,374.0
16214,2019-06-28,1.89,398.0
16215,2019-06-29,1.87,365.0
16216,2019-06-30,1.91,377.0
16217,2019-07-01,1.91,373.0
16218,2019-07-02,2.01,290.0
16219,2019-07-03,2.08,232.0
16220,2019-07-04,2.11,281.0
16221,2019-07-05,2.12,273.0
16222,2019-07-06,2.14,377.0
16223,2019-07-07,2.15,451.0
16224,2019-07-08,2.14,489.0
16225,2019-07-09,2.2,436.0
16226,2019-07-10,2.42,572.0
16227,2019-07-11,2.39,553.0
16228,2019-07-12,2.17,623.0
16229,2019-07-13,1.92,576.0
16230,2019-07-14,2.08,723.0
16231,2019-07-15,2.46,800.0
16232,2019-07-16,2.62,782.0
16233,2019-07-17,2.75,803.0
16234,2019-07-18,2.81,787.0
16235,2019-07-19,2.71,862.0
16236,2019-07-20,2.43,761.0
16237,2019-07-21,2.11,665.0
16238,2019-07-22,1.84,592.0
16239,2019-07-23,1.73,478.0
16240,2019-07-24,1.69,474.0
16241,2019-07-25,1.9,423.0
16242,2019-07-26,1.99,359.0
16243,2019-07-27,2.04,367.0
16244,2019-07-28,2.03,396.0
16245,2019-07-29,1.94,382.0
16246,2019-07-30,1.92,368.0
16247,2019-07-31,1.99,343.0
16248,2019-08-01,2.04,357.0
16249,2019-08-02,2.0,282.0
16250,2019-08-03,2.08,261.0
16251,2019-08-04,2.09,329.0
16252,2019-08-05,2.15,295.0
16253,2019-08-06,2.08,381.0
16254,2019-08-07,1.93,411.0
16255,2019-08-08,1.92,442.0
16256,2019-08-09,1.71,383.0
16257,2019-08-10,1.67,355.0
16260,2019-08-13,1.92,377.0
16261,2019-08-14,1.89,464.0
16262,2019-08-15,1.9,442.0
16263,2019-08-16,2.0,511.0
16264,2019-08-17,2.84,659.0
16265,2019-08-18,3.63,994.0
16266,2019-08-19,3.78,1060.0
16267,2019-08-20,3.78,1130.0
16268,2019-08-21,3.64,1150.0
16269,2019-08-22,3.51,1210.0
16270,2019-08-23,3.49,1240.0
16271,2019-08-24,3.77,1170.0
16272,2019-08-25,3.86,1140.0
16273,2019-08-26,3.84,1120.0
16274,2019-08-27,3.73,996.0
16275,2019-08-28,3.5,888.0
16276,2019-08-29,3.28,766.0
16277,2019-08-30,3.0,686.0
16278,2019-08-31,2.78,606.0
16279,2019-09-01,2.65,558.0
16280,2019-09-02,2.62,491.0
16281,2019-09-03,2.61,452.0
16282,2019-09-04,2.48,398.0
16283,2019-09-05,7.2,2590.0
16284,2019-09-06,8.67,3730.0
16285,2019-09-07,9.08,4120.0
16286,2019-09-08,9.16,4200.0
16287,2019-09-09,9.16,4200.0
16288,2019-09-10,9.11,4150.0
16289,2019-09-11,8.97,4020.0
16290,2019-09-12,8.76,3820.0
16291,2019-09-13,8.49,3570.0
16292,2019-09-14,8.23,3350.0
16293,2019-09-15,7.95,3120.0
16294,2019-09-16,7.67,2900.0
16295,2019-09-17,7.36,2690.0
16296,2019-09-18,7.03,2480.0
16297,2019-09-19,6.67,2270.0
16298,2019-09-20,6.27,1990.0
16299,2019-09-21,5.8,1690.0
16300,2019-09-22,5.24,1370.0
16301,2019-09-23,4.54,1170.0
16302,2019-09-24,3.8,993.0
16303,2019-09-25,3.23,816.0
16304,2019-09-26,2.91,697.0
16305,2019-09-27,2.68,620.0
16306,2019-09-28,2.52,537.0
16307,2019-09-29,2.4,515.0
16308,2019-09-30,2.28,470.0
,time,Discharge,Rainfall
11034,2014-01-02,937.0,7.82
11035,2014-01-03,1070.0,8.19
11036,2014-01-04,1170.0,8.42
11037,2014-01-05,1340.0,8.74
11038,2014-01-06,1420.0,8.88
11039,2014-01-07,1450.0,8.92
11040,2014-01-08,1470.0,8.97
11041,2014-01-09,1510.0,9.03
11042,2014-01-10,1530.0,9.07
11043,2014-01-11,1590.0,9.15
11044,2014-01-12,1620.0,9.2
11045,2014-01-13,1610.0,9.18
11046,2014-01-14,1620.0,9.2
11047,2014-01-15,1630.0,9.21
11048,2014-01-16,1620.0,9.19
11049,2014-01-17,1590.0,9.15
11050,2014-01-18,1570.0,9.13
11051,2014-01-19,1570.0,9.13
11052,2014-01-20,1580.0,9.14
11053,2014-01-21,1570.0,9.13
11054,2014-01-22,1550.0,9.1
11055,2014-01-23,1510.0,9.03
11056,2014-01-24,1450.0,8.93
11057,2014-01-25,1380.0,8.81
11058,2014-01-26,1300.0,8.67
11059,2014-01-27,1210.0,8.51
11060,2014-01-28,1130.0,8.34
11061,2014-01-29,1060.0,8.18
11062,2014-01-30,997.0,8.0
11063,2014-01-31,932.0,7.8
11064,2014-02-01,881.0,7.62
11065,2014-02-02,838.0,7.46
11066,2014-02-03,804.0,7.33
11067,2014-02-04,773.0,7.18
11068,2014-02-05,747.0,7.05
11069,2014-02-06,735.0,6.99
11070,2014-02-07,723.0,6.93
11071,2014-02-08,719.0,6.91
11072,2014-02-09,719.0,6.91
11073,2014-02-10,717.0,6.9
11074,2014-02-11,735.0,6.99
11075,2014-02-12,940.0,7.83
11076,2014-02-13,1200.0,8.49
11077,2014-02-14,1220.0,8.53
11078,2014-02-15,1350.0,8.76
11079,2014-02-16,1490.0,9.0
11080,2014-02-17,1700.0,9.31
11081,2014-02-18,1920.0,9.6
11082,2014-02-19,2090.0,9.77
