,time,Discharge,Rainfall 
14978,2016-02-08,10.04,5280.0
14979,2016-02-09,10.56,6140.0
14980,2016-02-10,11.03,7140.0
14981,2016-02-11,11.38,7940.0
14982,2016-02-12,11.69,8690.0
14983,2016-02-13,11.9,9220.0
14984,2016-02-14,11.99,9450.0
14985,2016-02-15,12.0,9480.0
14986,2016-02-16,12.06,9640.0
14987,2016-02-17,12.04,9580.0
14988,2016-02-18,11.96,9370.0
14989,2016-02-19,11.8,8960.0
14990,2016-02-20,11.57,8390.0
14991,2016-02-21,11.32,7800.0
14992,2016-02-22,11.08,7250.0
14993,2016-02-23,10.87,6790.0
14994,2016-02-24,10.69,6410.0
14995,2016-02-25,10.57,6160.0
14996,2016-02-26,10.44,5900.0
14997,2016-02-27,10.28,5620.0
14998,2016-02-28,10.09,5350.0
14999,2016-02-29,9.9,5090.0
15000,2016-03-01,9.7,4830.0
15001,2016-03-02,9.53,4620.0
15002,2016-03-03,9.36,4410.0
15003,2016-03-04,9.24,4280.0
15004,2016-03-05,9.15,4190.0
15005,2016-03-06,9.06,4100.0
15006,2016-03-07,8.97,4020.0
15007,2016-03-08,8.88,3930.0
15008,2016-03-09,8.79,3840.0
15009,2016-03-10,8.67,3730.0
15010,2016-03-11,8.53,3600.0
15011,2016-03-12,8.37,3460.0
15012,2016-03-13,8.19,3320.0
15013,2016-03-14,7.99,3160.0
15014,2016-03-15,7.77,2980.0
15015,2016-03-16,7.53,2810.0
15016,2016-03-17,7.27,2630.0
15017,2016-03-18,6.99,2450.0
15018,2016-03-19,6.71,2290.0
15019,2016-03-20,6.42,2140.0
15020,2016-03-21,6.16,2020.0
15021,2016-03-22,5.86,1880.0
15022,2016-03-23,5.52,1730.0
15023,2016-03-24,5.11,1550.0
15024,2016-03-25,4.67,1460.0
15025,2016-03-26,4.33,1310.0
15026,2016-03-27,3.99,1190.0
15027,2016-03-28,4.01,1210.0
15028,2016-03-29,3.99,1150.0
15029,2016-03-30,3.78,1120.0
15030,2016-03-31,3.63,1080.0
15031,2016-04-01,3.43,1040.0
15032,2016-04-02,3.43,1030.0
15033,2016-04-03,3.39,1080.0
15034,2016-04-04,3.26,1080.0
15035,2016-04-05,3.29,982.0
15036,2016-04-06,3.21,940.0
15037,2016-04-07,3.34,970.0
15038,2016-04-08,3.34,964.0
15039,2016-04-09,3.25,953.0
15040,2016-04-10,3.08,932.0
15041,2016-04-11,3.01,866.0
15042,2016-04-12,2.94,858.0
15043,2016-04-13,2.83,820.0
15044,2016-04-14,2.77,742.0
15045,2016-04-15,2.77,688.0
15046,2016-04-16,2.75,656.0
15047,2016-04-17,2.66,639.0
15048,2016-04-18,2.55,598.0
15049,2016-04-19,2.46,688.0
15050,2016-04-20,2.23,637.0
15051,2016-04-21,2.09,583.0
15052,2016-04-22,2.09,527.0
15053,2016-04-23,2.17,566.0
15054,2016-04-24,2.17,568.0
15055,2016-04-25,2.24,558.0
15056,2016-04-26,2.19,576.0
15057,2016-04-27,2.09,612.0
15058,2016-04-28,2.03,669.0
15059,2016-04-29,2.03,649.0
15060,2016-04-30,2.19,571.0
15061,2016-05-01,2.41,556.0
15062,2016-05-02,2.45,631.0
15063,2016-05-03,2.54,723.0
15064,2016-05-04,2.7,740.0
15065,2016-05-05,2.75,729.0
15066,2016-05-06,2.77,734.0
15067,2016-05-07,2.77,704.0
15068,2016-05-08,2.74,667.0
15069,2016-05-09,2.65,678.0
15070,2016-05-10,2.64,700.0
15071,2016-05-11,2.71,745.0
15072,2016-05-12,2.91,842.0
15073,2016-05-13,3.16,946.0
15074,2016-05-14,3.56,1040.0
15075,2016-05-15,3.87,1180.0
15076,2016-05-16,4.07,1250.0
15077,2016-05-17,4.29,1390.0
15078,2016-05-18,4.45,1400.0
15079,2016-05-19,4.54,1390.0
15080,2016-05-20,4.55,1380.0
15081,2016-05-21,4.55,1360.0
15082,2016-05-22,4.46,1340.0
15083,2016-05-23,4.22,1290.0
15084,2016-05-24,3.95,1190.0
15085,2016-05-25,3.6,1070.0
15086,2016-05-26,3.16,964.0
15087,2016-05-27,2.71,889.0
15088,2016-05-28,2.48,746.0
15089,2016-05-29,2.64,602.0
15090,2016-05-30,2.65,637.0
15091,2016-05-31,2.59,593.0
15092,2016-06-01,2.53,550.0
15093,2016-06-02,2.5,495.0
15094,2016-06-03,2.5,512.0
15095,2016-06-04,2.44,528.0
15096,2016-06-05,2.45,554.0
15097,2016-06-06,2.55,562.0
15098,2016-06-07,3.13,791.0
15099,2016-06-08,3.22,847.0
15100,2016-06-09,3.17,772.0
15101,2016-06-10,3.03,724.0
15102,2016-06-11,2.85,696.0
15103,2016-06-12,2.68,706.0
15104,2016-06-13,2.43,677.0
15105,2016-06-14,2.53,662.0
15106,2016-06-15,2.54,709.0
15107,2016-06-16,2.57,827.0
15108,2016-06-17,2.49,719.0
15109,2016-06-18,2.47,655.0
15110,2016-06-19,2.52,588.0
15111,2016-06-20,2.41,556.0
15112,2016-06-21,2.19,596.0
15113,2016-06-22,1.97,626.0
15114,2016-06-23,1.89,623.0
15115,2016-06-24,1.95,623.0
15116,2016-06-25,2.04,683.0
15117,2016-06-26,2.1,626.0
15118,2016-06-27,2.14,522.0
15119,2016-06-28,2.1,489.0
15120,2016-06-29,2.09,491.0
15121,2016-06-30,2.05,476.0
15122,2016-07-01,2.04,459.0
15123,2016-07-02,2.01,504.0
15124,2016-07-03,1.93,473.0
15125,2016-07-04,1.88,493.0
15126,2016-07-05,1.83,492.0
15127,2016-07-06,1.58,492.0
15128,2016-07-07,1.4,506.0
15129,2016-07-08,1.23,501.0
15130,2016-07-09,1.64,521.0
15131,2016-07-10,1.65,488.0
15132,2016-07-11,1.88,431.0
15133,2016-07-12,1.86,409.0
15134,2016-07-13,1.83,471.0
15135,2016-07-14,1.74,500.0
15136,2016-07-15,1.63,491.0
15137,2016-07-16,1.54,443.0
15138,2016-07-17,1.6,463.0
15139,2016-07-18,1.51,461.0
15140,2016-07-19,1.53,402.0
15141,2016-07-20,1.8,421.0
15142,2016-07-21,1.89,427.0
15143,2016-07-22,1.87,428.0
15144,2016-07-23,1.89,478.0
15145,2016-07-24,1.9,533.0
15146,2016-07-25,1.87,550.0
15147,2016-07-26,1.79,610.0
15148,2016-07-27,1.8,598.0
15149,2016-07-28,1.85,628.0
15150,2016-07-29,1.9,644.0
15151,2016-07-30,1.88,623.0
15152,2016-07-31,1.92,596.0
15153,2016-08-01,1.9,588.0
15154,2016-08-02,1.81,549.0
15155,2016-08-03,1.75,533.0
15156,2016-08-04,1.84,504.0
15157,2016-08-05,1.96,558.0
15158,2016-08-06,1.94,645.0
15159,2016-08-07,1.73,672.0
15160,2016-08-08,1.77,678.0
15161,2016-08-09,1.94,689.0
15162,2016-08-10,2.01,743.0
15163,2016-08-11,2.1,739.0
15164,2016-08-12,2.2,789.0
15165,2016-08-13,2.24,844.0
15166,2016-08-14,2.31,923.0
15167,2016-08-15,2.48,1000.0
15168,2016-08-16,2.8,1010.0
15169,2016-08-17,3.06,1010.0
15170,2016-08-18,3.2,1050.0
15171,2016-08-19,3.2,1080.0
15172,2016-08-20,3.15,1050.0
15173,2016-08-21,3.08,973.0
15174,2016-08-22,2.95,929.0
15175,2016-08-23,2.64,746.0
15176,2016-08-24,2.46,580.0
15177,2016-08-25,2.27,526.0
15178,2016-08-26,2.06,499.0
15179,2016-08-27,1.88,476.0
15180,2016-08-28,1.8,458.0
15181,2016-08-29,1.83,411.0
15182,2016-08-30,1.88,417.0
15183,2016-08-31,1.87,394.0
15184,2016-09-01,1.89,381.0
15185,2016-09-02,3.25,541.0
15186,2016-09-03,4.76,1350.0
15187,2016-09-04,5.1,1500.0
15188,2016-09-05,5.33,1650.0
15189,2016-09-06,5.58,1760.0
15190,2016-09-07,6.05,1970.0
15191,2016-09-08,6.56,2210.0
15192,2016-09-09,7.0,2460.0
15193,2016-09-10,7.33,2670.0
15194,2016-09-11,7.68,2910.0
15195,2016-09-12,8.09,3240.0
15196,2016-09-13,8.36,3460.0
15197,2016-09-14,8.63,3700.0
15198,2016-09-15,8.83,3880.0
15199,2016-09-16,8.92,3970.0
15200,2016-09-17,8.93,3980.0
15201,2016-09-18,8.92,3970.0
15202,2016-09-19,8.9,3950.0
15203,2016-09-20,8.88,3930.0
15204,2016-09-21,8.76,3820.0
15205,2016-09-22,8.53,3600.0
15206,2016-09-23,8.29,3400.0
15207,2016-09-24,8.05,3200.0
15208,2016-09-25,7.84,3040.0
15209,2016-09-26,7.59,2850.0
15210,2016-09-27,7.28,2640.0
15211,2016-09-28,6.96,2430.0
15212,2016-09-29,6.63,2250.0
15213,2016-09-30,6.35,2110.0
15214,2016-10-01,6.15,2010.0
15215,2016-10-02,6.03,1960.0
15216,2016-10-03,5.99,1940.0
15217,2016-10-04,5.95,1920.0
15218,2016-10-05,5.91,1900.0
15219,2016-10-06,5.99,1940.0
15220,2016-10-07,6.43,2150.0
15221,2016-10-08,9.85,5030.0
15222,2016-10-09,11.5,7860.0
15223,2016-10-10,12.86,11200.0
15224,2016-10-11,13.77,14100.0
15225,2016-10-12,14.56,17100.0
15226,2016-10-13,15.13,19500.0
15227,2016-10-14,15.5,21200.0
15228,2016-10-15,15.71,22200.0
15229,2016-10-16,15.77,22400.0
15230,2016-10-17,15.76,22400.0
15231,2016-10-18,15.67,22000.0
15232,2016-10-19,15.43,20800.0
15233,2016-10-20,15.07,19200.0
15234,2016-10-21,14.63,17400.0
15235,2016-10-22,14.13,15400.0
15236,2016-10-23,13.62,13500.0
15237,2016-10-24,13.11,11900.0
15238,2016-10-25,12.61,10500.0
15239,2016-10-26,12.11,9280.0
15240,2016-10-27,11.64,8180.0
15241,2016-10-28,11.21,7290.0
15242,2016-10-29,10.81,6530.0
15243,2016-10-30,10.46,5910.0
15244,2016-10-31,10.13,5410.0
15245,2016-11-01,9.79,4950.0
15246,2016-11-02,9.43,4490.0
15247,2016-11-03,9.04,4080.0
15248,2016-11-04,8.62,3690.0
15249,2016-11-05,8.16,3290.0
15250,2016-11-06,7.72,2940.0
15251,2016-11-07,7.29,2650.0
15252,2016-11-08,6.86,2370.0
15253,2016-11-09,6.39,2130.0
15254,2016-11-10,5.91,1900.0
15255,2016-11-11,5.38,1670.0
15256,2016-11-12,4.86,1290.0
15257,2016-11-13,4.37,1090.0
15258,2016-11-14,4.19,1040.0
15259,2016-11-15,4.05,1000.0
15260,2016-11-16,3.81,946.0
15261,2016-11-17,3.54,859.0
15262,2016-11-18,3.28,861.0
15263,2016-11-19,3.05,780.0
15264,2016-11-20,2.9,791.0
15265,2016-11-21,2.56,711.0
15266,2016-11-22,2.47,685.0
15267,2016-11-23,2.35,658.0
15268,2016-11-24,2.18,651.0
15269,2016-11-25,2.08,631.0
15270,2016-11-26,2.03,593.0
15271,2016-11-27,2.13,544.0
15272,2016-11-28,2.17,530.0
15273,2016-11-29,2.22,496.0
15274,2016-11-30,2.1,540.0
15275,2016-12-01,1.97,565.0
15276,2016-12-02,1.64,535.0
15277,2016-12-03,1.68,521.0
15278,2016-12-04,1.8,480.0
15279,2016-12-05,1.96,485.0
15280,2016-12-06,2.76,515.0
15281,2016-12-07,2.94,674.0
15282,2016-12-08,3.0,681.0
15283,2016-12-09,3.0,705.0
15284,2016-12-10,2.87,693.0
15285,2016-12-11,2.76,701.0
15286,2016-12-12,2.86,736.0
15287,2016-12-13,3.06,802.0
15288,2016-12-14,3.38,812.0
15289,2016-12-15,3.58,904.0
15290,2016-12-16,3.66,913.0
15291,2016-12-17,3.81,1010.0
15292,2016-12-18,3.86,1080.0
15293,2016-12-19,3.88,1050.0
15294,2016-12-20,4.03,1100.0
15295,2016-12-21,4.2,1160.0
15296,2016-12-22,4.31,1270.0
15297,2016-12-23,4.37,1220.0
15298,2016-12-24,4.5,1270.0
15299,2016-12-25,4.51,1300.0
15300,2016-12-26,4.51,1300.0
15301,2016-12-27,4.53,1350.0
15302,2016-12-28,4.51,1290.0
15303,2016-12-29,4.37,1370.0
15304,2016-12-30,4.36,1390.0
15305,2016-12-31,4.16,1320.0
15306,2017-01-01,4.14,1210.0
15307,2017-01-02,4.05,1270.0
15308,2017-01-03,4.03,1260.0
15309,2017-01-04,4.01,1200.0
15310,2017-01-05,4.02,1150.0
15311,2017-01-06,4.09,1140.0
15312,2017-01-07,4.25,1140.0
15313,2017-01-08,4.3,1230.0
15314,2017-01-09,4.46,1260.0
15315,2017-01-10,4.67,1290.0
15316,2017-01-11,4.87,1430.0
15317,2017-01-12,5.01,1470.0
15318,2017-01-13,5.12,1560.0
15319,2017-01-14,5.19,1590.0
15320,2017-01-15,5.26,1620.0
15321,2017-01-16,5.33,1650.0
15322,2017-01-17,5.36,1660.0
15323,2017-01-18,5.37,1660.0
15324,2017-01-19,5.33,1650.0
15325,2017-01-20,5.28,1630.0
15326,2017-01-21,5.28,1630.0
15327,2017-01-22,5.36,1660.0
15328,2017-01-23,5.61,1770.0
15329,2017-01-24,5.67,1800.0
15330,2017-01-25,5.67,1800.0
15331,2017-01-26,5.65,1790.0
15332,2017-01-27,5.59,1760.0
15333,2017-01-28,5.43,1690.0
15334,2017-01-29,5.31,1640.0
15335,2017-01-30,5.22,1600.0
15336,2017-01-31,5.16,1570.0
15337,2017-02-01,5.18,1580.0
15338,2017-02-02,5.17,1580.0
15339,2017-02-03,5.13,1560.0
15340,2017-02-04,5.09,1450.0
15341,2017-02-05,5.02,1470.0
15342,2017-02-06,4.91,1400.0
15343,2017-02-07,4.69,1360.0
15344,2017-02-08,4.5,1370.0
15345,2017-02-09,4.51,1360.0
15346,2017-02-10,4.44,1340.0
15347,2017-02-11,4.23,1300.0
15348,2017-02-12,4.1,1270.0
15349,2017-02-13,3.84,1200.0
15350,2017-02-14,3.52,1150.0
15351,2017-02-15,3.55,1070.0
15352,2017-02-16,3.54,1110.0
15353,2017-02-17,3.52,1080.0
15354,2017-02-18,3.5,1090.0
15355,2017-02-19,3.39,1010.0
15356,2017-02-20,3.21,1030.0
15357,2017-02-21,3.1,974.0
15358,2017-02-22,3.12,945.0
15359,2017-02-23,3.16,896.0
15360,2017-02-24,3.2,936.0
15361,2017-02-25,3.26,960.0
15362,2017-02-26,3.24,1030.0
15363,2017-02-27,3.09,1010.0
15364,2017-02-28,3.05,972.0
15365,2017-03-01,2.95,997.0
15366,2017-03-02,2.81,943.0
15367,2017-03-03,2.52,940.0
15368,2017-03-04,2.39,838.0
15369,2017-03-05,2.2,808.0
15370,2017-03-06,2.1,745.0
15371,2017-03-07,2.02,745.0
15372,2017-03-08,1.93,687.0
15373,2017-03-09,1.69,637.0
15374,2017-03-10,1.73,591.0
15375,2017-03-11,1.59,572.0
15376,2017-03-12,1.7,516.0
15377,2017-03-13,1.81,532.0
15378,2017-03-14,2.01,604.0
15379,2017-03-15,1.69,677.0
15380,2017-03-16,1.4,624.0
15381,2017-03-17,1.44,609.0
15382,2017-03-18,1.44,625.0
15383,2017-03-19,1.19,608.0
15384,2017-03-20,1.85,561.0
15385,2017-03-21,1.95,634.0
15386,2017-03-22,1.91,626.0
15387,2017-03-23,2.16,554.0
15388,2017-03-24,2.17,612.0
15389,2017-03-25,2.07,623.0
15390,2017-03-26,1.99,664.0
15391,2017-03-27,2.02,632.0
15392,2017-03-28,2.07,626.0
15393,2017-03-29,2.06,603.0
15394,2017-03-30,2.13,566.0
15395,2017-03-31,2.33,532.0
15396,2017-04-01,2.27,608.0
15397,2017-04-02,2.02,644.0
15398,2017-04-03,2.24,577.0
15399,2017-04-04,2.33,558.0
15400,2017-04-05,2.49,637.0
15401,2017-04-06,3.6,921.0
15402,2017-04-07,3.79,1150.0
15403,2017-04-08,3.84,1150.0
15404,2017-04-09,3.9,1150.0
15405,2017-04-10,3.92,1150.0
15406,2017-04-11,3.95,1160.0
15407,2017-04-12,4.03,1230.0
15408,2017-04-13,4.13,1290.0
15409,2017-04-14,4.25,1330.0
15410,2017-04-15,4.31,1320.0
15411,2017-04-16,4.31,1330.0
15412,2017-04-17,4.24,1320.0
15413,2017-04-18,4.06,1260.0
15414,2017-04-19,3.86,1170.0
15415,2017-04-20,3.75,1140.0
15416,2017-04-21,3.62,1100.0
15417,2017-04-22,3.43,1030.0
15418,2017-04-23,3.19,911.0
15419,2017-04-24,3.49,865.0
15420,2017-04-25,4.14,1140.0
15421,2017-04-26,4.25,1200.0
15422,2017-04-27,4.3,1210.0
15423,2017-04-28,4.43,1270.0
15424,2017-04-29,4.65,1330.0
15425,2017-04-30,4.95,1470.0
15426,2017-05-01,5.4,1680.0
15427,2017-05-02,5.79,1850.0
15428,2017-05-03,6.08,1980.0
15429,2017-05-04,6.3,2090.0
15430,2017-05-05,6.46,2160.0
15431,2017-05-06,6.51,2190.0
15432,2017-05-07,6.52,2190.0
15433,2017-05-08,6.49,2180.0
15434,2017-05-09,6.42,2140.0
15435,2017-05-10,6.32,2100.0
15436,2017-05-11,6.19,2030.0
15437,2017-05-12,6.01,1950.0
15438,2017-05-13,5.8,1850.0
15439,2017-05-14,5.63,1780.0
15440,2017-05-15,5.37,1660.0
15441,2017-05-16,5.03,1460.0
15442,2017-05-17,4.61,1340.0
15443,2017-05-18,4.09,1220.0
15444,2017-05-19,3.49,1030.0
15445,2017-05-20,2.96,877.0
15446,2017-05-21,2.54,751.0
15447,2017-05-22,2.26,597.0
15448,2017-05-23,2.4,554.0
15449,2017-05-24,2.5,712.0
15450,2017-05-25,2.55,754.0
15451,2017-05-26,2.55,819.0
15452,2017-05-27,2.51,800.0
15453,2017-05-28,2.56,773.0
15454,2017-05-29,2.6,726.0
15455,2017-05-30,2.64,742.0
15456,2017-05-31,2.66,777.0
15457,2017-06-01,2.68,808.0
15458,2017-06-02,2.74,839.0
15459,2017-06-03,2.83,878.0
15460,2017-06-04,3.0,892.0
15461,2017-06-05,3.2,883.0
15462,2017-06-06,3.31,981.0
15463,2017-06-07,3.73,1050.0
15464,2017-06-08,3.91,1070.0
15465,2017-06-09,3.94,1130.0
15466,2017-06-10,3.87,1090.0
15467,2017-06-11,3.64,1020.0
15468,2017-06-12,3.23,964.0
15469,2017-06-13,2.85,892.0
15470,2017-06-14,2.61,831.0
15471,2017-06-15,2.31,781.0
15472,2017-06-16,2.1,729.0
15473,2017-06-17,2.02,643.0
15474,2017-06-18,1.95,575.0
15475,2017-06-19,1.82,572.0
15476,2017-06-20,1.76,566.0
15477,2017-06-21,1.8,546.0
15478,2017-06-22,1.87,570.0
15479,2017-06-23,1.96,582.0
15480,2017-06-24,2.01,640.0
15481,2017-06-25,1.98,676.0
15482,2017-06-26,2.06,635.0
15483,2017-06-27,2.16,582.0
15484,2017-06-28,2.18,547.0
15485,2017-06-29,2.22,512.0
15486,2017-06-30,2.28,555.0
15487,2017-07-01,2.27,644.0
15488,2017-07-02,2.24,754.0
15489,2017-07-03,2.08,733.0
15490,2017-07-04,2.08,718.0
15491,2017-07-05,2.02,694.0
15492,2017-07-06,1.86,692.0
15493,2017-07-07,1.72,639.0
15494,2017-07-08,1.6,564.0
15495,2017-07-09,1.59,551.0
15496,2017-07-10,1.83,543.0
15497,2017-07-11,1.76,517.0
15498,2017-07-12,1.72,491.0
15499,2017-07-13,1.78,482.0
15500,2017-07-14,1.61,508.0
15501,2017-07-15,1.52,580.0
15502,2017-07-16,1.96,634.0
15503,2017-07-17,2.29,752.0
15504,2017-07-18,2.42,834.0
15505,2017-07-19,2.59,878.0
15506,2017-07-20,2.76,945.0
15507,2017-07-21,2.91,929.0
15508,2017-07-22,2.97,935.0
15509,2017-07-23,2.95,965.0
15510,2017-07-24,2.86,968.0
15511,2017-07-25,2.81,981.0
15512,2017-07-26,2.69,911.0
15513,2017-07-27,2.56,764.0
15514,2017-07-28,2.38,695.0
15515,2017-07-29,2.1,640.0
15516,2017-07-30,1.88,594.0
15517,2017-07-31,1.95,459.0
15518,2017-08-01,1.99,430.0
15519,2017-08-02,1.95,462.0
15520,2017-08-03,1.8,463.0
15521,2017-08-04,1.75,466.0
15522,2017-08-05,1.64,466.0
15523,2017-08-06,1.42,462.0
15524,2017-08-07,1.53,431.0
15525,2017-08-08,1.72,477.0
15526,2017-08-09,1.89,542.0
15527,2017-08-10,2.33,585.0
15528,2017-08-11,2.56,729.0
15529,2017-08-12,2.68,804.0
15530,2017-08-13,2.74,917.0
15531,2017-08-14,3.15,995.0
15532,2017-08-15,4.05,1350.0
15533,2017-08-16,4.57,1520.0
15534,2017-08-17,5.33,1730.0
15535,2017-08-18,5.96,1930.0
15536,2017-08-19,6.37,2120.0
15537,2017-08-20,6.75,2310.0
15538,2017-08-21,7.02,2470.0
15539,2017-08-22,7.21,2590.0
15540,2017-08-23,7.52,2800.0
15541,2017-08-24,8.13,3270.0
15542,2017-08-25,8.68,3740.0
15543,2017-08-26,9.01,4050.0
15544,2017-08-27,9.16,4200.0
15545,2017-08-28,9.31,4350.0
15546,2017-08-29,9.39,4440.0
15547,2017-08-30,9.43,4490.0
15548,2017-08-31,9.6,4710.0
15549,2017-09-01,9.73,4870.0
15550,2017-09-02,9.85,5030.0
15551,2017-09-03,9.86,5040.0
15552,2017-09-04,9.83,5000.0
15553,2017-09-05,9.71,4850.0
15554,2017-09-06,9.6,4710.0
15555,2017-09-07,9.45,4520.0
15556,2017-09-08,9.31,4350.0
15557,2017-09-09,9.15,4190.0
15558,2017-09-10,8.99,4040.0
15559,2017-09-11,8.81,3860.0
15560,2017-09-12,9.27,4310.0
15561,2017-09-13,9.41,4470.0
15562,2017-09-14,9.51,4590.0
15563,2017-09-15,9.56,4650.0
15564,2017-09-16,9.55,4640.0
15565,2017-09-17,9.51,4590.0
15566,2017-09-18,9.46,4530.0
15567,2017-09-19,9.39,4440.0
15568,2017-09-20,9.29,4330.0
15569,2017-09-21,9.16,4200.0
15570,2017-09-22,8.99,4030.0
15571,2017-09-23,8.72,3780.0
15572,2017-09-24,8.47,3550.0
15573,2017-09-25,8.18,3310.0
15574,2017-09-26,7.88,3070.0
15575,2017-09-27,7.6,2850.0
15576,2017-09-28,7.3,2650.0
15577,2017-09-29,7.0,2460.0
15578,2017-09-30,6.69,2280.0
15579,2017-10-01,6.37,2120.0
15580,2017-10-02,5.99,1940.0
15581,2017-10-03,5.62,1770.0
15582,2017-10-04,5.23,1600.0
15583,2017-10-05,4.84,1440.0
15584,2017-10-06,4.45,1330.0
15585,2017-10-07,4.07,1220.0
15586,2017-10-08,3.8,1100.0
15587,2017-10-09,3.61,1020.0
15588,2017-10-10,3.61,1020.0
15589,2017-10-11,3.44,978.0
15590,2017-10-12,3.09,894.0
15591,2017-10-13,3.37,744.0
15592,2017-10-14,3.45,791.0
15593,2017-10-15,3.37,874.0
15594,2017-10-16,3.3,935.0
15595,2017-10-17,3.28,881.0
15596,2017-10-18,3.38,985.0
15597,2017-10-19,3.45,983.0
15598,2017-10-20,3.48,1040.0
15599,2017-10-21,3.46,1120.0
15600,2017-10-22,3.39,1150.0
15601,2017-10-23,3.7,1170.0
15602,2017-10-24,4.34,1330.0
15603,2017-10-25,4.41,1440.0
15604,2017-10-26,4.37,1440.0
15605,2017-10-27,4.21,1430.0
15606,2017-10-28,4.08,1370.0
15607,2017-10-29,4.2,1370.0
15608,2017-10-30,4.22,1420.0
15609,2017-10-31,3.99,1430.0
15610,2017-11-01,3.98,1440.0
15611,2017-11-02,4.03,1420.0
15612,2017-11-03,4.04,1420.0
15613,2017-11-04,4.04,1380.0
15614,2017-11-05,4.06,1260.0
15615,2017-11-06,4.06,1370.0
15616,2017-11-07,4.02,1360.0
15617,2017-11-08,3.88,1200.0
15618,2017-11-09,3.76,1150.0
15619,2017-11-10,3.86,1190.0
15620,2017-11-11,3.85,1160.0
15621,2017-11-12,3.77,1170.0
15622,2017-11-13,3.63,1030.0
15623,2017-11-14,3.4,987.0
15624,2017-11-15,3.14,910.0
15625,2017-11-16,3.0,843.0
15626,2017-11-17,2.86,801.0
15627,2017-11-18,2.68,846.0
15628,2017-11-19,2.54,824.0
15629,2017-11-20,1.97,806.0
15630,2017-11-21,1.91,726.0
15631,2017-11-22,1.88,754.0
15632,2017-11-23,1.88,657.0
15633,2017-11-24,2.01,640.0
15634,2017-11-25,2.05,557.0
15635,2017-11-26,2.02,641.0
15636,2017-11-27,1.83,546.0
15637,2017-11-28,1.82,536.0
15638,2017-11-29,1.75,540.0
15639,2017-11-30,1.76,534.0
15640,2017-12-01,1.83,479.0
15641,2017-12-02,1.92,439.0
15642,2017-12-03,1.99,396.0
15643,2017-12-04,1.99,428.0
15644,2017-12-05,2.04,357.0
15645,2017-12-06,1.92,457.0
15646,2017-12-07,1.87,426.0
15647,2017-12-08,2.27,368.0
15648,2017-12-09,2.97,710.0
15649,2017-12-10,3.1,904.0
15650,2017-12-11,3.07,946.0
15651,2017-12-12,2.98,923.0
15652,2017-12-13,2.89,966.0
15653,2017-12-14,2.83,994.0
15654,2017-12-15,3.0,1030.0
15655,2017-12-16,3.16,1120.0
15656,2017-12-17,3.38,1210.0
15657,2017-12-18,3.55,1230.0
15658,2017-12-19,3.56,1310.0
15659,2017-12-20,3.81,1270.0
15660,2017-12-21,4.51,1420.0
15661,2017-12-22,4.77,1530.0
15662,2017-12-23,4.8,1620.0
15663,2017-12-24,4.78,1580.0
15664,2017-12-25,4.7,1620.0
15665,2017-12-26,4.54,1560.0
15666,2017-12-27,4.47,1500.0
15667,2017-12-28,4.44,1520.0
15668,2017-12-29,4.42,1520.0
15669,2017-12-30,4.48,1520.0
15670,2017-12-31,4.48,1480.0
15671,2018-01-01,4.48,1460.0
15672,2018-01-02,4.47,1470.0
15673,2018-01-03,4.41,1390.0
15674,2018-01-04,4.35,1360.0
15675,2018-01-05,4.23,1350.0
15676,2018-01-06,3.96,1310.0
15677,2018-01-07,3.74,1240.0
15678,2018-01-08,3.46,1190.0
15679,2018-01-09,3.19,1130.0
15680,2018-01-10,2.9,1080.0
15681,2018-01-11,2.75,1000.0
15682,2018-01-12,2.69,965.0
15683,2018-01-13,2.68,1040.0
15684,2018-01-14,2.78,1080.0
15685,2018-01-15,3.04,1090.0
15686,2018-01-16,3.16,1070.0
15687,2018-01-17,3.27,1130.0
15688,2018-01-18,3.28,1190.0
15689,2018-01-19,3.43,1210.0
15690,2018-01-20,3.46,1260.0
15691,2018-01-21,3.45,1260.0
15692,2018-01-22,3.5,1240.0
15693,2018-01-23,3.56,1250.0
15694,2018-01-24,3.56,1310.0
15695,2018-01-25,3.42,1260.0
15696,2018-01-26,3.34,1240.0
15697,2018-01-27,3.29,1210.0
15698,2018-01-28,3.37,1200.0
15699,2018-01-29,4.66,1500.0
15700,2018-01-30,5.26,1630.0
15701,2018-01-31,5.5,1720.0
15702,2018-02-01,5.67,1800.0
15703,2018-02-02,5.77,1840.0
15704,2018-02-03,5.82,1860.0
15705,2018-02-04,6.0,1940.0
15706,2018-02-05,6.2,2040.0
15707,2018-02-06,6.34,2110.0
15708,2018-02-07,6.44,2150.0
15709,2018-02-08,6.48,2170.0
15710,2018-02-09,6.49,2180.0
15711,2018-02-10,6.54,2200.0
15712,2018-02-11,6.58,2220.0
15713,2018-02-12,6.6,2230.0
15714,2018-02-13,6.6,2230.0
15715,2018-02-14,6.61,2240.0
15716,2018-02-15,6.61,2240.0
15717,2018-02-16,6.6,2230.0
15718,2018-02-17,6.56,2210.0
15719,2018-02-18,6.47,2170.0
15720,2018-02-19,6.39,2130.0
15721,2018-02-20,6.27,2070.0
15722,2018-02-21,6.12,2000.0
15723,2018-02-22,5.93,1910.0
15724,2018-02-23,5.71,1810.0
15725,2018-02-24,5.45,1700.0
15726,2018-02-25,5.18,1660.0
15727,2018-02-26,4.91,1570.0
15728,2018-02-27,4.6,1390.0
15729,2018-02-28,4.3,1320.0
15730,2018-03-01,4.09,1280.0
